date,equity,drawdown,exposure,vol_exante,vol_expost,dividend_cashflow,dividend_cumulative
2024-02-29,1059000.000,0.000000,0.516151,0.200000,,,
2024-03-01,1060000.00,0.000000,0.516151,0.200000,,,
2024-03-02,1061000.000,0.000000,0.516151,0.200000,,,
2024-03-03,1062000.000,0.000000,0.516151,0.200000,,,
2024-03-04,1063000.000,0.000000,0.516151,0.200000,,,
2024-03-05,1064000.000,0.000000,0.516151,0.200000,,,
2024-03-06,1065000.000,0.000000,0.516151,0.200000,,,
2024-03-07,1066000.000,0.000000,0.516151,0.200000,,,
2024-03-08,1067000.000,0.000000,0.516151,0.200000,,,
2024-03-09,1068000.000,0.000000,0.516151,0.200000,,,
2024-03-10,1069000.000,0.000000,0.516151,0.200000,,,
2024-03-11,1070000.00,0.000000,0.516151,0.200000,,,
2024-03-12,1071000.000,0.000000,0.516151,0.200000,,,
2024-03-13,1072000.000,0.000000,0.516151,0.200000,,,
2024-03-14,1073000.000,0.000000,0.516151,0.200000,,,
2024-03-15,1074000.000,0.000000,0.516151,0.200000,,,
2024-03-16,1075000.000,0.000000,0.516151,0.200000,,,
2024-03-17,1076000.000,0.000000,0.516151,0.200000,,,
2024-03-18,1077000.000,0.000000,0.516151,0.200000,,,
2024-03-19,1078000.000,0.000000,0.516151,0.200000,,,
2024-03-20,1079000.000,0.000000,0.516151,0.200000,,,
2024-03-21,1080000.00,0.000000,0.516151,0.200000,,,
2024-03-22,1081000.000,0.000000,0.516151,0.200000,,,
2024-03-23,1082000.000,0.000000,0.516151,0.200000,,,
2024-03-24,1083000.000,0.000000,0.516151,0.200000,,,
2024-03-25,1084000.000,0.000000,0.516151,0.200000,,,
2024-03-26,1085000.000,0.000000,0.516151,0.200000,,,
2024-03-27,1086000.000,0.000000,0.516151,0.200000,,,
2024-03-28,1087000.000,0.000000,0.516151,0.200000,,,
2024-03-29,1088000.000,0.000000,0.516151,0.200000,,,
2024-03-30,1089000.000,0.000000,0.516151,0.200000,,,
2024-03-31,1090000.00,0.000000,0.516151,0.200000,,,
2024-04-01,1091000.000,0.000000,0.516151,0.200000,,,
2024-04-02,1092000.000,0.000000,0.516151,0.200000,,,
2024-04-03,1093000.000,0.000000,0.516151,0.200000,,,
2024-04-04,1094000.000,0.000000,0.516151,0.200000,,,
2024-04-05,1095000.000,0.000000,0.516151,0.200000,,,
2024-04-06,1096000.000,0.000000,0.516151,0.200000,,,
2024-04-07,1097000.000,0.000000,0.516151,0.200000,,,
2024-04-08,1098000.000,0.000000,0.516151,0.200000,,,
2024-04-09,1099000.000,0.000000,0.516151,0.200000,,,
2024-04-10,1100000.00,0.000000,0.516151,0.200000,,,
2024-04-11,1101000.000,0.000000,0.516151,0.200000,,,
2024-04-12,1102000.000,0.000000,0.516151,0.200000,,,
2024-04-13,1103000.000,0.000000,0.516151,0.200000,,,
2024-04-14,1104000.000,0.000000,0.516151,0.200000,,,
2024-04-15,1105000.000,0.000000,0.516151,0.200000,,,
2024-04-16,1106000.000,0.000000,0.516151,0.200000,,,
2024-04-17,1107000.000,0.000000,0.516151,0.200000,,,
2024-04-18,1108000.000,0.000000,0.516151,0.200000,,,
2024-04-19,1109000.000,0.000000,0.516151,0.200000,,,
2024-04-20,1110000.00,0.000000,0.516151,0.200000,,,
2024-04-21,1111000.000,0.000000,0.516151,0.200000,,,
2024-04-22,1112000.000,0.000000,0.516151,0.200000,,,
2024-04-23,1113000.000,0.000000,0.516151,0.200000,,,
2024-04-24,1114000.000,0.000000,0.516151,0.200000,,,
2024-04-25,1115000.000,0.000000,0.516151,0.200000,,,
2024-04-26,1116000.000,0.000000,0.516151,0.200000,,,
2024-04-27,1117000.000,0.000000,0.516151,0.200000,,,
2024-04-28,1118000.000,0.000000,0.516151,0.200000,,,
2024-04-29,1119000.000,0.000000,0.516151,0.200000,,,
2024-04-30,1120000.00,0.000000,0.516151,0.200000,,,
2024-05-01,1121000.000,0.000000,0.516151,0.200000,,,
2024-05-02,1122000.000,0.000000,0.516151,0.200000,,,
2024-05-03,1123000.000,0.000000,0.516151,0.200000,,,
2024-05-04,1124000.000,0.000000,0.516151,0.200000,,,
2024-05-05,1125000.000,0.000000,0.516151,0.200000,,,
2024-05-06,1126000.000,0.000000,0.516151,0.200000,,,
2024-05-07,1127000.000,0.000000,0.516151,0.200000,,,
2024-05-08,1128000.000,0.000000,0.516151,0.200000,,,
2024-05-09,1129000.000,0.000000,0.516151,0.200000,,,
2024-05-10,1130000.00,0.000000,0.516151,0.200000,,,
2024-05-11,1131000.000,0.000000,0.516151,0.200000,,,
2024-05-12,1132000.000,0.000000,0.516151,0.200000,,,
2024-05-13,1133000.000,0.000000,0.516151,0.200000,,,
2024-05-14,1134000.000,0.000000,0.516151,0.200000,,,
2024-05-15,1135000.000,0.000000,0.516151,0.200000,,,
2024-05-16,1136000.000,0.000000,0.516151,0.200000,,,
2024-05-17,1137000.000,0.000000,0.516151,0.200000,,,
2024-05-18,1138000.000,0.000000,0.516151,0.200000,,,
2024-05-19,1139000.000,0.000000,0.516151,0.200000,,,
2024-05-20,1140000.00,0.000000,0.516151,0.200000,,,
2024-05-21,1141000.000,0.000000,0.516151,0.200000,,,
2024-05-22,1142000.000,0.000000,0.516151,0.200000,,,
2024-05-23,1143000.000,0.000000,0.516151,0.200000,,,
2024-05-24,1144000.000,0.000000,0.516151,0.200000,,,
2024-05-25,1145000.000,0.000000,0.516151,0.200000,,,
2024-05-26,1146000.000,0.000000,0.516151,0.200000,,,
2024-05-27,1147000.000,0.000000,0.516151,0.200000,,,
2024-05-28,1148000.000,0.000000,0.516151,0.200000,,,
2024-05-29,1149000.000,0.000000,0.516151,0.200000,,,
2024-05-30,1150000.00,0.000000,0.516151,0.200000,,,
2024-05-31,1151000.000,0.000000,0.516151,0.200000,,,
2024-06-01,1152000.000,0.000000,0.516151,0.200000,,,
2024-06-02,1153000.000,0.000000,0.516151,0.200000,,,
2024-06-03,1154000.000,0.000000,0.516151,0.200000,,,
2024-06-04,1155000.000,0.000000,0.516151,0.200000,,,
2024-06-05,1156000.000,0.000000,0.516151,0.200000,,,
2024-06-06,1157000.000,0.000000,0.516151,0.200000,,,
2024-06-07,1158000.000,0.000000,0.516151,0.200000,,,
2024-06-08,1159000.000,0.000000,0.516151,0.200000,,,
2024-06-09,1160000.00,0.000000,0.516151,0.200000,,,
2024-06-10,1161000.000,0.000000,0.516151,0.200000,,,
2024-06-11,1162000.000,0.000000,0.516151,0.200000,,,
2024-06-12,1163000.000,0.000000,0.516151,0.200000,,,
2024-06-13,1164000.000,0.000000,0.516151,0.200000,,,
2024-06-14,1165000.000,0.000000,0.516151,0.200000,,,
2024-06-15,1166000.000,0.000000,0.516151,0.200000,,,
2024-06-16,1167000.000,0.000000,0.516151,0.200000,,,
2024-06-17,1168000.000,0.000000,0.516151,0.200000,,,
2024-06-18,1169000.000,0.000000,0.516151,0.200000,,,
2024-06-19,1170000.00,0.000000,0.516151,0.200000,,,
2024-06-20,1171000.000,0.000000,0.516151,0.200000,,,
2024-06-21,1172000.000,0.000000,0.516151,0.200000,,,
2024-06-22,1173000.000,0.000000,0.516151,0.200000,,,
2024-06-23,1174000.000,0.000000,0.516151,0.200000,,,
2024-06-24,1175000.000,0.000000,0.516151,0.200000,,,
2024-06-25,1176000.000,0.000000,0.516151,0.200000,,,
2024-06-26,1177000.000,0.000000,0.516151,0.200000,,,
2024-06-27,1178000.000,0.000000,0.516151,0.200000,,,
2024-06-28,1179000.000,0.000000,0.516151,0.200000,,,
2024-06-29,1180000.00,0.000000,0.516151,0.200000,,,
2024-06-30,1181000.000,0.000000,0.516151,0.200000,,,
2024-07-01,1182000.000,0.000000,0.516151,0.200000,,,
2024-07-02,1183000.000,0.000000,0.516151,0.200000,,,
2024-07-03,1184000.000,0.000000,0.516151,0.200000,,,
2024-07-04,1185000.000,0.000000,0.516151,0.200000,,,
2024-07-05,1186000.000,0.000000,0.516151,0.200000,,,
2024-07-06,1187000.000,0.000000,0.516151,0.200000,,,
2024-07-07,1188000.000,0.000000,0.516151,0.200000,,,
2024-07-08,1189000.000,0.000000,0.516151,0.200000,,,
2024-07-09,1190000.00,0.000000,0.516151,0.200000,,,
2024-07-10,1191000.000,0.000000,0.516151,0.200000,,,
2024-07-11,1192000.000,0.000000,0.516151,0.200000,,,
2024-07-12,1193000.000,0.000000,0.516151,0.200000,,,
2024-07-13,1194000.000,0.000000,0.516151,0.200000,,,
2024-07-14,1195000.000,0.000000,0.516151,0.200000,,,
2024-07-15,1196000.000,0.000000,0.516151,0.200000,,,
2024-07-16,1197000.000,0.000000,0.516151,0.200000,,,
2024-07-17,1198000.000,0.000000,0.516151,0.200000,,,
2024-07-18,1199000.000,0.000000,0.516151,0.200000,,,
2024-07-19,1200000.00,0.000000,0.516151,0.200000,,,
2024-07-20,1201000.000,0.000000,0.516151,0.200000,,,
2024-07-21,1202000.000,0.000000,0.516151,0.200000,,,
2024-07-22,1203000.000,0.000000,0.516151,0.200000,,,
2024-07-23,1204000.000,0.000000,0.516151,0.200000,,,
2024-07-24,1205000.000,0.000000,0.516151,0.200000,,,
2024-07-25,1206000.000,0.000000,0.516151,0.200000,,,
2024-07-26,1207000.000,0.000000,0.516151,0.200000,,,
2024-07-27,1208000.000,0.000000,0.516151,0.200000,,,
2024-07-28,1209000.000,0.000000,0.516151,0.200000,,,
2024-07-29,1210000.00,0.000000,0.516151,0.200000,,,
2024-07-30,1211000.000,0.000000,0.516151,0.200000,,,
2024-07-31,1212000.000,0.000000,0.516151,0.200000,,,
2024-08-01,1213000.000,0.000000,0.516151,0.200000,,,
2024-08-02,1214000.000,0.000000,0.516151,0.200000,,,
2024-08-03,1215000.000,0.000000,0.516151,0.200000,,,
2024-08-04,1216000.000,0.000000,0.516151,0.200000,,,
2024-08-05,1217000.000,0.000000,0.516151,0.200000,,,
2024-08-06,1218000.000,0.000000,0.516151,0.200000,,,
2024-08-07,1219000.000,0.000000,0.516151,0.200000,,,
2024-08-08,1220000.00,0.000000,0.516151,0.200000,,,
2024-08-09,1221000.000,0.000000,0.516151,0.200000,,,
2024-08-10,1222000.000,0.000000,0.516151,0.200000,,,
2024-08-11,1223000.000,0.000000,0.516151,0.200000,,,
2024-08-12,1224000.000,0.000000,0.516151,0.200000,,,
2024-08-13,1225000.000,0.000000,0.516151,0.200000,,,
2024-08-14,1226000.000,0.000000,0.516151,0.200000,,,
2024-08-15,1227000.000,0.000000,0.516151,0.200000,,,
2024-08-16,1228000.000,0.000000,0.516151,0.200000,,,
2024-08-17,1229000.000,0.000000,0.516151,0.200000,,,
2024-08-18,1230000.00,0.000000,0.516151,0.200000,,,
2024-08-19,1231000.000,0.000000,0.516151,0.200000,,,
2024-08-20,1232000.000,0.000000,0.516151,0.200000,,,
2024-08-21,1233000.000,0.000000,0.516151,0.200000,,,
2024-08-22,1234000.000,0.000000,0.516151,0.200000,,,
2024-08-23,1235000.000,0.000000,0.516151,0.200000,,,
2024-08-24,1236000.000,0.000000,0.516151,0.200000,,,
2024-08-25,1237000.000,0.000000,0.516151,0.200000,,,
2024-08-26,1238000.000,0.000000,0.516151,0.200000,,,
2024-08-27,1239000.000,0.000000,0.516151,0.200000,,,
2024-08-28,1240000.00,0.000000,0.516151,0.200000,,,
2024-08-29,1241000.000,0.000000,0.516151,0.200000,,,
2024-08-30,1242000.000,0.000000,0.516151,0.200000,,,
2024-08-31,1243000.000,0.000000,0.516151,0.200000,,,
2024-09-01,1244000.000,0.000000,0.516151,0.200000,,,
2024-09-02,1245000.000,0.000000,0.516151,0.200000,,,
2024-09-03,1246000.000,0.000000,0.516151,0.200000,,,
2024-09-04,1247000.000,0.000000,0.516151,0.200000,,,
2024-09-05,1248000.000,0.000000,0.516151,0.200000,,,
2024-09-06,1249000.000,0.000000,0.516151,0.200000,,,
2024-09-07,1250000.00,0.000000,0.516151,0.200000,,,
2024-09-08,1251000.000,0.000000,0.516151,0.200000,,,
