date,equity,drawdown,exposure,vol_exante,vol_expost
2024-03-10,106900.000,0.000000,1.000000,0.200000,
2024-03-11,107000.00,0.000000,1.000000,0.200000,
2024-03-12,107100.000,0.000000,1.000000,0.200000,
2024-03-13,107200.000,0.000000,1.000000,0.200000,
2024-03-14,107300.000,0.000000,1.000000,0.200000,
2024-03-15,107400.000,0.000000,1.000000,0.200000,
2024-03-16,107500.000,0.000000,1.000000,0.200000,
2024-03-17,107600.000,0.000000,1.000000,0.200000,
2024-03-18,107700.000,0.000000,1.000000,0.200000,
2024-03-19,107800.000,0.000000,1.000000,0.200000,
2024-03-20,107900.000,0.000000,1.000000,0.200000,
2024-03-21,108000.00,0.000000,1.000000,0.200000,
2024-03-22,108100.000,0.000000,1.000000,0.200000,
2024-03-23,108200.000,0.000000,1.000000,0.200000,
2024-03-24,108300.000,0.000000,1.000000,0.200000,
2024-03-25,108400.000,0.000000,1.000000,0.200000,
2024-03-26,108500.000,0.000000,1.000000,0.200000,
2024-03-27,108600.000,0.000000,1.000000,0.200000,
2024-03-28,108700.000,0.000000,1.000000,0.200000,
2024-03-29,108800.000,0.000000,1.000000,0.200000,
2024-03-30,108900.000,0.000000,1.000000,0.200000,
2024-03-31,109000.00,0.000000,1.000000,0.200000,
2024-04-01,109100.000,0.000000,1.000000,0.200000,
2024-04-02,109200.000,0.000000,1.000000,0.200000,
2024-04-03,109300.000,0.000000,1.000000,0.200000,
2024-04-04,109400.000,0.000000,1.000000,0.200000,
2024-04-05,109500.000,0.000000,1.000000,0.200000,
2024-04-06,109600.000,0.000000,1.000000,0.200000,
2024-04-07,109700.000,0.000000,1.000000,0.200000,
2024-04-08,109800.000,0.000000,1.000000,0.200000,
2024-04-09,109900.000,0.000000,1.000000,0.200000,
2024-04-10,110000.00,0.000000,1.000000,0.200000,
2024-04-11,110100.000,0.000000,1.000000,0.200000,
2024-04-12,110200.000,0.000000,1.000000,0.200000,
2024-04-13,110300.000,0.000000,1.000000,0.200000,
2024-04-14,110400.000,0.000000,1.000000,0.200000,
2024-04-15,110500.000,0.000000,1.000000,0.200000,
2024-04-16,110600.000,0.000000,1.000000,0.200000,
2024-04-17,110700.000,0.000000,1.000000,0.200000,
2024-04-18,110800.000,0.000000,1.000000,0.200000,
2024-04-19,110900.000,0.000000,1.000000,0.200000,
2024-04-20,111000.00,0.000000,1.000000,0.200000,
2024-04-21,111100.000,0.000000,1.000000,0.200000,
2024-04-22,111200.000,0.000000,1.000000,0.200000,
2024-04-23,111300.000,0.000000,1.000000,0.200000,
2024-04-24,111400.000,0.000000,1.000000,0.200000,
2024-04-25,111500.000,0.000000,1.000000,0.200000,
2024-04-26,111600.000,0.000000,1.000000,0.200000,
2024-04-27,111700.000,0.000000,1.000000,0.200000,
2024-04-28,111800.000,0.000000,1.000000,0.200000,
2024-04-29,111900.000,0.000000,1.000000,0.200000,
2024-04-30,112000.00,0.000000,1.000000,0.200000,
2024-05-01,112100.000,0.000000,1.000000,0.200000,
2024-05-02,112200.000,0.000000,1.000000,0.200000,
2024-05-03,112300.000,0.000000,1.000000,0.200000,
2024-05-04,112400.000,0.000000,1.000000,0.200000,
2024-05-05,112500.000,0.000000,1.000000,0.200000,
2024-05-06,112600.000,0.000000,1.000000,0.200000,
2024-05-07,112700.000,0.000000,1.000000,0.200000,
2024-05-08,112800.000,0.000000,1.000000,0.200000,
2024-05-09,112900.000,0.000000,1.000000,0.200000,
2024-05-10,113000.00,0.000000,1.000000,0.200000,
2024-05-11,113100.000,0.000000,1.000000,0.200000,
2024-05-12,113200.000,0.000000,1.000000,0.200000,
2024-05-13,113300.000,0.000000,1.000000,0.200000,
2024-05-14,113400.000,0.000000,1.000000,0.200000,
2024-05-15,113500.000,0.000000,1.000000,0.200000,
2024-05-16,113600.000,0.000000,1.000000,0.200000,
2024-05-17,113700.000,0.000000,1.000000,0.200000,
2024-05-18,113800.000,0.000000,1.000000,0.200000,
2024-05-19,113900.000,0.000000,1.000000,0.200000,
2024-05-20,114000.00,0.000000,1.000000,0.200000,
2024-05-21,114100.000,0.000000,1.000000,0.200000,
2024-05-22,114200.000,0.000000,1.000000,0.200000,
2024-05-23,114300.000,0.000000,1.000000,0.200000,
2024-05-24,114400.000,0.000000,1.000000,0.200000,
2024-05-25,114500.000,0.000000,1.000000,0.200000,
2024-05-26,114600.000,0.000000,1.000000,0.200000,
2024-05-27,114700.000,0.000000,1.000000,0.200000,
2024-05-28,114800.000,0.000000,1.000000,0.200000,
2024-05-29,114900.000,0.000000,1.000000,0.200000,
2024-05-30,115000.00,0.000000,1.000000,0.200000,
2024-05-31,115100.000,0.000000,1.000000,0.200000,
2024-06-01,115200.000,0.000000,1.000000,0.200000,
2024-06-02,115300.000,0.000000,1.000000,0.200000,
2024-06-03,115400.000,0.000000,1.000000,0.200000,
2024-06-04,115500.000,0.000000,1.000000,0.200000,
2024-06-05,115600.000,0.000000,1.000000,0.200000,
2024-06-06,115700.000,0.000000,1.000000,0.200000,
2024-06-07,115800.000,0.000000,1.000000,0.200000,
2024-06-08,115900.000,0.000000,1.000000,0.200000,
2024-06-09,116000.00,0.000000,1.000000,0.200000,
2024-06-10,116100.000,0.000000,1.000000,0.200000,
2024-06-11,116200.000,0.000000,1.000000,0.200000,
2024-06-12,116300.000,0.000000,1.000000,0.200000,
2024-06-13,116400.000,0.000000,1.000000,0.200000,
2024-06-14,116500.000,0.000000,1.000000,0.200000,
2024-06-15,116600.000,0.000000,1.000000,0.200000,
2024-06-16,116700.000,0.000000,1.000000,0.200000,
2024-06-17,116800.000,0.000000,1.000000,0.200000,
2024-06-18,116900.000,0.000000,1.000000,0.200000,
2024-06-19,117000.00,0.000000,1.000000,0.200000,
2024-06-20,117100.000,0.000000,1.000000,0.200000,
2024-06-21,117200.000,0.000000,1.000000,0.200000,
2024-06-22,117300.000,0.000000,1.000000,0.200000,
2024-06-23,117400.000,0.000000,1.000000,0.200000,
2024-06-24,117500.000,0.000000,1.000000,0.200000,
2024-06-25,117600.000,0.000000,1.000000,0.200000,
2024-06-26,117700.000,0.000000,1.000000,0.200000,
2024-06-27,117800.000,0.000000,1.000000,0.200000,
2024-06-28,117900.000,0.000000,1.000000,0.200000,
2024-06-29,118000.00,0.000000,1.000000,0.200000,
2024-06-30,118100.000,0.000000,1.000000,0.200000,
2024-07-01,118200.000,0.000000,1.000000,0.200000,
2024-07-02,118300.000,0.000000,1.000000,0.200000,
2024-07-03,118400.000,0.000000,1.000000,0.200000,
2024-07-04,118500.000,0.000000,1.000000,0.200000,
2024-07-05,118600.000,0.000000,1.000000,0.200000,
2024-07-06,118700.000,0.000000,1.000000,0.200000,
2024-07-07,118800.000,0.000000,1.000000,0.200000,
2024-07-08,118900.000,0.000000,1.000000,0.200000,
2024-07-09,119000.00,0.000000,1.000000,0.200000,
2024-07-10,119100.000,0.000000,1.000000,0.200000,
2024-07-11,119200.000,0.000000,1.000000,0.200000,
2024-07-12,119300.000,0.000000,1.000000,0.200000,
2024-07-13,119400.000,0.000000,1.000000,0.200000,
2024-07-14,119500.000,0.000000,1.000000,0.200000,
2024-07-15,119600.000,0.000000,1.000000,0.200000,
2024-07-16,119700.000,0.000000,1.000000,0.200000,
2024-07-17,119800.000,0.000000,1.000000,0.200000,
2024-07-18,119900.000,0.000000,1.000000,0.200000,
2024-07-19,120000.00,0.000000,1.000000,0.200000,
2024-07-20,120100.000,0.000000,1.000000,0.200000,
2024-07-21,120200.000,0.000000,1.000000,0.200000,
2024-07-22,120300.000,0.000000,1.000000,0.200000,
2024-07-23,120400.000,0.000000,1.000000,0.200000,
2024-07-24,120500.000,0.000000,1.000000,0.200000,
2024-07-25,120600.000,0.000000,1.000000,0.200000,
2024-07-26,120700.000,0.000000,1.000000,0.200000,
2024-07-27,120800.000,0.000000,1.000000,0.200000,
2024-07-28,120900.000,0.000000,1.000000,0.200000,
2024-07-29,121000.00,0.000000,1.000000,0.200000,
2024-07-30,121100.000,0.000000,1.000000,0.200000,
2024-07-31,121200.000,0.000000,1.000000,0.200000,
2024-08-01,121300.000,0.000000,1.000000,0.200000,
2024-08-02,121400.000,0.000000,1.000000,0.200000,
2024-08-03,121500.000,0.000000,1.000000,0.200000,
2024-08-04,121600.000,0.000000,1.000000,0.200000,
2024-08-05,121700.000,0.000000,1.000000,0.200000,
2024-08-06,121800.000,0.000000,1.000000,0.200000,
2024-08-07,121900.000,0.000000,1.000000,0.200000,
2024-08-08,122000.00,0.000000,1.000000,0.200000,
2024-08-09,122100.000,0.000000,1.000000,0.200000,
2024-08-10,122200.000,0.000000,1.000000,0.200000,
2024-08-11,122300.000,0.000000,1.000000,0.200000,
2024-08-12,122400.000,0.000000,1.000000,0.200000,
2024-08-13,122500.000,0.000000,1.000000,0.200000,
2024-08-14,122600.000,0.000000,1.000000,0.200000,
2024-08-15,122700.000,0.000000,1.000000,0.200000,
2024-08-16,122800.000,0.000000,1.000000,0.200000,
2024-08-17,122900.000,0.000000,1.000000,0.200000,
2024-08-18,123000.00,0.000000,1.000000,0.200000,
2024-08-19,123100.000,0.000000,1.000000,0.200000,
2024-08-20,123200.000,0.000000,1.000000,0.200000,
2024-08-21,123300.000,0.000000,1.000000,0.200000,
2024-08-22,123400.000,0.000000,1.000000,0.200000,
2024-08-23,123500.000,0.000000,1.000000,0.200000,
2024-08-24,123600.000,0.000000,1.000000,0.200000,
2024-08-25,123700.000,0.000000,1.000000,0.200000,
2024-08-26,123800.000,0.000000,1.000000,0.200000,
2024-08-27,123900.000,0.000000,1.000000,0.200000,
2024-08-28,124000.00,0.000000,1.000000,0.200000,
2024-08-29,124100.000,0.000000,1.000000,0.200000,
2024-08-30,124200.000,0.000000,1.000000,0.200000,
2024-08-31,124300.000,0.000000,1.000000,0.200000,
2024-09-01,124400.000,0.000000,1.000000,0.200000,
2024-09-02,124500.000,0.000000,1.000000,0.200000,
2024-09-03,124600.000,0.000000,1.000000,0.200000,
2024-09-04,124700.000,0.000000,1.000000,0.200000,
2024-09-05,124800.000,0.000000,1.000000,0.200000,
2024-09-06,124900.000,0.000000,1.000000,0.200000,
2024-09-07,125000.00,0.000000,1.000000,0.200000,
2024-09-08,125100.000,0.000000,1.000000,0.200000,
